content,likes,platform
23rd september midweek already feel sleepy hmmm,144,Instagram Posts
porsche carrera cup asia practice runs,108,Instagram Posts
chingay parade 2020 f1 pit building colours harmony 31 jan 2020 one key highlights year parade longest dragon dance world measuring 108m long 2m wide intangible cultural heritage chingay parade brings together local communities also friendship amongst foreign participants continue decades come govsg natgeoasia,17,Instagram Posts
child always imagined bamboo poles sticking hdb flats cannons,278,Instagram Posts
sedikit santai sedikit cerita berbanyak tertawa iynuppy,28,Instagram Posts
bike ride cool cloudy afternoon sky cloud outdoor,183,Instagram Posts
sunrise gardens bay sky cloud outdoor water,696,Instagram Posts
chinese new year 2020 celebration chinatown usher year golden rat,50,Instagram Posts
vibrant city never sleeps downtown cityscapes tanjong pagar heartland skyscraper sky night outdoor,81,Instagram Posts
forbidden hill bukit larangan remnants former gate wall fort canning,30,Instagram Posts
beautiful beautiful fireworks,51,Instagram Posts
5th september instagram muse happy birthday iamshirleyho,106,Instagram Posts
thaipusam thaipusam one cultural traditional celebrated hindus tamil descent honour lord subramaniam represents virtue youth power year despite looming novel coronavirus devotees turned drove seek blessings fulfil thier vows carrying milk pots offerings kavadis made steel wood structures sharp body piercings completed ritual 3km walk sri srinivasa perumal temple serangoon sri thendayuthapani temple tank road many youngs encouraged take part participate festival continue maintaining intangible cultural heritage among youth ensuring practice pass generation generation govsg natgeoasia nhbsg,18,Instagram Posts
2020 chingay parade 2020 colours harmony f1 pit building republic boulevard 31 january 1 february 2020,60,Instagram Posts
jewel true architectural gem outward structure form it s centrepiece lies within motion javografo changiairport capitaland jewelchangiairport highsnobiety hypebeast beautifuldestinations sonyimages heatercentral 9gag wonderfulplaces modernarchitect architectanddesign archifeatures archilovers archdaily,7438,Instagram Posts
lights trying beam glass ceilings cast floor theme stride @capital @jewelchangiairport,130,Instagram Posts
christmas trees colourful cheer outdoor,12,Instagram Posts
want queue icecream,99,Instagram Posts
symmetrical designs always aesthetically pleasing geometrical patterns two elements combined it s visual treat indoor,97,Instagram Posts
life messy still grateful life moment ocean sky tree plant outdoor nature water,48,Instagram Posts
gosingapore plant tree outdoor nature,12,Instagram Posts
reviewing editing countdown pictures taken yesterday night night,63,Instagram Posts
nine emperor gods festival 2020 leong nam temple fire dragon performance regular features nine emperor gods festival recent years getting dragon art ritual safety key issues trained members carefully lit hundreds josssticks adorn whole dragon body head tail fiery colourful process attracts onlookers also photographers nine emperor gods festival generally held last day eighth lunar month ninth day ninth lunar month among chinese communities southeast asia devotees believe nine emperor gods bestow wealth longevity worshippers rituals held festival differ among temples different countries begins welcoming procession gods sea temple worshipped nine days ends gods sent procession also via sea ninth day today younger generations taken interest festival many youths taking part processions involving younger generations allows us continue intangible cultural heritage many generations come night plant cloud sky outdoor,11,Instagram Posts
10 jan 2020,53,Instagram Posts
circuit breaker series another sweet generousity blessed experience generosity dear couple brother sister christ thank bro james sis lhenzki07 team monasterial sonyimages sigmaphoto inamanalo food,28,Instagram Posts
chingay twentytwenty world constantly trying make something else greatest accomplishment ralph waldo emerson throwback last saturday's chingay 2020 parade thank fun invitation instasg samsung note 8 chingaysingapore pafrenz whatissingapore instasg iluvsg jjcommunity streetsvision citygrammers rawstreet streetphotoinspiration rawpeople rawmembers,121,Instagram Posts
christmas great street 2019 christmas garden tanglin mall theme greatest gift orchard road christmas lights illuminate town 16 nov 2019 1 jan 2020 tanglinmallsg indoor,56,Instagram Posts
annual fire walking festival takes place sri mariamman temple chinatown held week deepavali ritual form penance thanksgiving honour hindu goddess sri drowpathai amman male devotees walked barefoot across bed burning charcoal stepped pit milk observation theemithi firewalking festival prior actual fire walking preparing fire pit drama devotees endure intense heat set pit constantly douse water handle heated' affair govsg natgeoasia,12,Instagram Posts
ndp 2020 rehearsal morning aerial display marina bay flypast 1035 jet f15sg 1041,136,Instagram Posts
farewell sentosa merlion 37metre tall tower tallest merlion closed good make way new linkway part sentosa s overhaul bye sky outdoor,61,Instagram Posts
passing make point pass space often possible every time get walk look someone interesting walk photo isn t i ll keep trying edited lightroom shoes indoor,88,Instagram Posts
throwback ndp 2019 marina bay matter happens everyone unite celebrate nation s birthday iphone x,228,Instagram Posts
sleep slide,199,Instagram Posts
welcome iluvsg s 2020 weekend challenge challenge date 1213 april 2020 2359 weekend post tag interpretation theme under qualify use tags unlimited old new photos may tag old photosvideos new posts appreciated challenge highlights featured 1 winner hailed picoftheweek advance monthly battle title picofthemonth ultimately lead yearend battle title picoftheyear outdoor text that says weekend challenge nge a under lusg sg community iluvsg_ 254 blete,49,Instagram Posts
star trails tonight home scroll left see setup looks precarious though necessary safety measures using photospheresg leofoto mc100 clamp mbc20 ballhead safety strap clamp window grill peak design strap mounted grill olympus em1 mark iii 714mm f28 pro lens 1 main shot live composite feature 2 hours star trail 1 shot blue hour,153,Instagram Posts
tgif everyone stay safe,238,Instagram Posts
citizens thank frontline heroes heroes front line everyday sacrifices ready fight virus overcoming challenges thank sacrifices dedication stay safe stay strong stay united majulah singapura,49,Instagram Posts
light 2019 bicentennial edition 26 view superiore design associates ryan linardy lim cheng jun venue river promenade along parliament house venue shophouses visible canvas portrays singapore s intriguing multicultural architectural influences throughout years unique windows quintessential representation past part culture full character adding identity city view artwork made parallel mirrors shape shophouse windows creating series smaller smaller reflections appear recede infinite distance reflection discover essential transformative qualities need become whole fulfilled grow expand gear towards journey find superiore design associates sda integrated creative design firm based collective talented creative individuals specialising various areas spatial design art direction design interiors homes workplaces creative spaces core mission create brand value spatial language value focus approaching various kinds design emphasis natgeoasia govsg,73,Instagram Posts
quirky stairs don t quite get point stairs right front lift unless missing something btw couldn t crop image hence gradient sides nikonsg ltasg,98,Instagram Posts
if could hear christ praying next room would fear million enemies yet distance makes difference praying me robert murray mccheyne cloud sky outdoor,25,Instagram Posts
world plenty spread smile joy throw arms around world christmas time iphone night outdoor,161,Instagram Posts
mcixmccy sky cloud outdoor,40,Instagram Posts
watermelon chinwanxuan sky outdoor,127,Instagram Posts
sky cloud tree outdoor,53,Instagram Posts
indoor,123,Instagram Posts
nonya kebaya,13,Instagram Posts
airshow 2020 china people's liberation army air force plaaf bayi aerobatic team 15 feb 2020 govsg natgeoasia,73,Instagram Posts
months moving fast,62,Instagram Posts
2020 ʙʏ jngyou ᴄᴏɴɢʀᴀᴛᴜʟᴀᴛɪᴏɴs ᴄʜᴏsᴇɴ ʙʏ ᴀsᴘᴇʀᴋɪᴍ ᴀʟᴡᴀʏs ᴛᴀɢ igerssingapore ʟɪᴋᴇ ᴏᴜʀ fb ᴘᴀɢᴇ ғᴀᴄᴇʙᴏᴏᴋᴄᴏᴍɪʟᴜᴠsɢɪɢ,58,Instagram Posts
enough explain anyone defend need right iphone night outdoor,119,Instagram Posts
year mouse fireworks river hongbao 2020,29,Instagram Posts
all paths lead you sky bridge cloud shoes outdoor,36,Instagram Posts
boarding queue markers bus interchanges seat markers train platforms removed seat markers bus stops interchanges remain maintain social distancing mask still 1st day d19,75,Instagram Posts
talking moon @marinabays @artsciencemuseumsg,90,Instagram Posts
prepare landing sky tree outdoor water nature,8,Instagram Posts
mystery man spotted,35,Instagram Posts
clear blue sky best thing see morning tree sky outdoor,42,Instagram Posts
allahumma shoyyiban naafi'aa chop chop shot kthxby car outdoor,266,Instagram Posts
sunny days hood,18,Instagram Posts
chingay twentytwenty harmony together sing hearts one we'll let take hand across land we'll fly high stars dream mine together colours harmony song year's chingay throwback last night's chingay 2020 parade thank fun invitation instasg nikon d5300 pic 1 2 4 samsung note 8 third photo chingaysingapore pafrenz whatissingapore instasg iluvsg jjcommunity streetsvision citygrammers rawstreet streetphotoinspiration rawpeople rawmembers rawmobile artofmobile jjmobilephotography,109,Instagram Posts
us still asleep starts workby time awake heroes done taskmoving around block block using 3wheelers bike help hero get job done faster pacerain shine essential workers never fail keep clean plant tree outdoor nature,30,Instagram Posts
how's stay home wfh,39,Instagram Posts
happy national day repost indoor,76,Instagram Posts
therapeutic shoot last evening good friends first shoot around area since circuit breaker test running new olympus em1 mark iv 1245mm pro lens small handy kit leofoto ls255cnb34 thanks jio ronnielee6275 shirlyhamra josephmak joycechang108 photospheresg sky night bridge outdoor water,146,Instagram Posts
comfort knowledge sky outdoor,25,Instagram Posts
citizens pledge one united people regardless race language religion build democratic society based justice equality achieve happiness prosperity progress nation,138,Instagram Posts
throwback phase 1 entered circuit breaker period order preempt escalating covid19 infections time singaporeans advised stay home much possible stay home keep covid spread govt announces closures nonessential whole mbs closed businesses phase 1 whenever leave house must keep distance least one metre others exception lifts vehicles public transportrelated premises wear mask wear hand keep clean healthy sick please stay home see doctor yonghazelle phone 8 plus 60d,149,Instagram Posts
never bend headalways hold high upwhen come storm person walked together stronger pull immense challenges due covid19 better,28,Instagram Posts
today's loot 2 buckets' load us thanks xytoh wanting together braving neverending rain long early commute across island found many types trash name cigarette butts plastic bags styrofoam dabao boxes used bottles drink cans surgical masks gloves hair ties toy rubber balls sweet wrappers bbt tea cups plastic bags straw chopstick wrappers bullets used nerf guns pics 68 nabnabihah,30,Instagram Posts
red lions making appearance heartlands sky cloud outdoor nature,36,Instagram Posts
animal channel coming soon hdb near,1654,Instagram Posts
next episode animals channel coming soon mean time stay tuned real facade,632,Instagram Posts
no place boring good night s sleep climb several flights stairs unused 128gb memory card victor zhuo s modern adaption robert adam s quotation sony a7r4 1224g leofoto ls284c lh30 sky skyscraper outdoor,66,Instagram Posts
life short spend precious time trying convince person wants live gloom doom otherwise zig ziglar,86,Instagram Posts
well prepared matter rain shine table indoor,140,Instagram Posts
haji lane business back open welcome shop eat historic building shop move still standing strong whenever leave house must keep distance least one metre others exception lifts vehicles public transportrelated premises wear mask wear hand keep clean healthy sick please stay home see doctor yonghazelle canon 90d outdoor,164,Instagram Posts
marina bae sands,120,Instagram Posts
chilling fujifilm xt1 7 artisans 75mm f125 copyright 2020 ezekiel kok photography right reserved,17,Instagram Posts
day 154 shoes outdoor,46,Instagram Posts
way meet best people world it s annual tradition us every year family spend time together chinatown good meal says family reunion happens new year mid autumn time annual family reviews mooncake best bakwa good year meal go home many bags calories really time year it s gathering sweettooth family chinatown midautumn festival 2020 chinatownfestivals enchanted 700 sculptured lanterns along streets chinatown lanterns display depict traditional chinese motifs characters chang e goddess moon chinese mythology also illustrate year s theme family core element getting singaporean unite together one big family overcome challenges ahead emerge stronger date 17 september 16 october 2020 time 7pm 12mn daily venue along new bridge road eu tong sen street south bridge road olympussg em1iii olympusbreakfree natgeoyourshot natgeoasia sonysingapore instasg,260,Instagram Posts
void deck called void deck reason pass everyday work school marketing remains void time though allowed enterprising kids use perfect bike stunts kicking ball around bicycle,38,Instagram Posts
story heartfelt story food delivery heroes captured covid19 pandemic many us good fortune working staying home pandemic food delivered heroes service allowed us better focus work family care home service also kept food beverage businesses alive dinein allowed regardless rain shine continue work often race deliver food us bicycle motorbikes even mobility aid deliveries happens meal hours food delivery heroes continue race deliver despite mobility challenge order earn living survival every rain rainbow may appear every night new sunrise new hope day thank food delivery heroes dedication stay safe strong let's patient food delivery took longer hope pandemic soon get back good old norm photo 1 racing deliver bicycle hot sun photo 2 racing deliver bicycle heavy rain photo 3 racing deliver motorcycle photo 4 racing deliver mobility aid front vibrant rainbow decoration photo 5 food delivery hero seen getting ready start day sunrise changi beach taken covid19 pandemic period montage 2020 nusps,43,Instagram Posts
photography box chocolates forrest gump momma always said life box chocolates never know gonna get photographing ndp rehearsals shooting rehearsal rehearsal wanted make image different viewcomposition previsualizing selecting position n camera settings going motion expect another photographer decided shift position lord n position laterally walks frame would paraphrase photography box chocolates full surprises never know happen next that's joy photography sky outdoor text that says rus,29,Instagram Posts
midautumn festival 2020 lightup chinatown heart land 1st time goes virtual new digital activities experiences family loved ones 17 sep festival streams lightup audiences social media chinatownfestivals night outdoor,63,Instagram Posts
red final fires died memories remain edited apple photos,24,Instagram Posts
remember happiness contagious gloom first duty happy let others know gladness maurice maeterlinck tree sky outdoor water nature,251,Instagram Posts
deam flying sonysingapore,71,Instagram Posts
covid19 makes appreciate life chinatown 2020,148,Instagram Posts
japan creative centre click link bio 360 pano @japancreativecentre,11,Instagram Posts
traditional coffee stall indomitable spirit nation building replaceable automated coffee machine continue serve old school rigor amidst covid19 pandemic,20,Instagram Posts
cherish what s right front hold tight plant tree outdoor,51,Instagram Posts
covid19 pandemic unprecedented event history literally changes world medical issue also economic social challenge globally effective vaccine appear accept adapt many changes implemented keep everyone safe healthy,23,Instagram Posts
citizens pledge one united people regardless race language religion build democratic society based justice equality achieve happiness prosperity progress nation sky cloud outdoor nature,105,Instagram Posts
trying take perfect shot,67,Instagram Posts
due pandemic face mask become essential daily life part shopping list,98,Instagram Posts
red,28,Instagram Posts
largest car vending machine red white cars usher 55 years nation building singaporetimes,459,Instagram Posts
sad reality closed shops previously busy area outdoor,108,Instagram Posts
2019ce working normally possible amidst pandemic samsung note 8 whatissingapore instasg iluvsg rawmobile jjmobilephotography jjcommunity streetsvision citygrammers rawstreet streetphotoinspiration samsungsg,260,Instagram Posts
docking stations olympus em1 mark iii 100400mm f563 ocean sky cloud outdoor nature water,136,Instagram Posts
lightup chinese new year 2020 singaporetimes outdoor,513,Instagram Posts
light shadow thursday 27 aug 725pm edited apple photos sky cloud tree outdoor,24,Instagram Posts
competition montage 2020 organiser nus photographic society theme story award 1st prize,32,Instagram Posts
ndp 2020 touted different past years many including believed ndps yesteryear grand old dame kallang national stadium ones beat 60000 spectators thousands participants organisers around stadium atmosphere could bettered kallang roar malaysia cup heydays stadium literally rocked whenever fandi company scored goal panoramic view taken ndp 2003 last ndp held 2006 bid sayonara 2007 ndp ever return grand dame 2016 experience guess good mine majullah singapura,40,Instagram Posts
august 2020 isg nominees pic month august 2020 nominees pic month voting required winner determined judges 1 cwee23 2 soonstergram 3 vincentphotogram 4 jspraxis congratulations winning weekly challenges making monthly finals winner announced later voting required winner determined judges,42,Instagram Posts
day 1 sky it s always amazing see different formation clouds sky iphone 11 pro max cloud sky mountain outdoor nature,73,Instagram Posts
be miserable motivate whatever done it s always choice wayne dyer cloud sky bicycle tree outdoor,14,Instagram Posts
home surely senses tell alone know home marina bay jurong lake bedok reservoir,45,Instagram Posts
home warm bowl noodles,63,Instagram Posts
trying grab floating picture prefer 1st 2nd,64,Instagram Posts
focused fujifilm xt1 7 artisans 75mm f125 copyright 2020 ezekiel kok photography right reserved,17,Instagram Posts
family together safe enjoying journey blooming flowers plant flower tree outdoor nature,13,Instagram Posts
thinking whether chase sunrise,95,Instagram Posts
almost empty jewel friday cb plant tree outdoor water,49,Instagram Posts
chinatown mid autumn festival 2020 iphone night outdoor,240,Instagram Posts
diagnosed covid19 brought drastic change lives many thankfully due advanced medical care fatality rate lowest internationally end road light end tunnel indoor,8,Instagram Posts
2019ce went parents help buy groceries right err yeah help take photos samsung note 8 whatissingapore instasg iluvsg rawmobile jjmobilephotography jjcommunity streetsvision citygrammers rawstreet streetphotoinspiration samsungsg samsungwithgalaxy,186,Instagram Posts
gold x black fountain wealth skyscraper sky night,247,Instagram Posts
day music died six months ago 11th march 2020 world health organisation declared coronavirus outbreak pandemic word used lightly carelessly called every day countries take urgent aggressive action taken 9 may 2020 2121 image covid2020 imgl6917,15,Instagram Posts
cases going major countries vietnam australia people taking extra precautions taking easy going much last thursday night buzzing keong saik neighbourhood another favourite spots hang please enjoy travelling locally also respect rules would terrible businesses would go back phase 1 fingers crossed got together nikon z7 2470mm4s photos travel expat guides adventurefaktory dot com night sky outdoor,982,Instagram Posts
istana kehakiman palace justice putrajaya click link bio 360 pano sky night tree outdoor,11,Instagram Posts
frontline story many us covid19 pandemic merely period inconvience restriction disruption medical frontliners coronavirus pandemic time anxiety stress worry concern separation medical professionals shun responsibility stoically face challenge headon contend inconvience donning personal protective equipment day day go duty testing swapping treating people infected virus however uncomfortable ppe understand need protect also patients fellow medical colleagues frontline staff according staff experience ppe takes time put ppe securely many staff stay shift work long putting meal toilet breaks wherever possible avoid hassle removing putting ppe taken toll health mention stress jobs potential exposure virus many doctors nurses directly involved covid patients voluntarily stay away family members protect unable see families also put emotional stress unless step shoes never know went gruelling daily schedule kudos medical personnel fought keep safe collective effort one day see covidfree together stronger thank,37,Instagram Posts
visit week another view national gallery frame sgpoonie,751,Instagram Posts
ending fireworks lighting night sky 55th national day seen fireworks launching 10 location around year catch firework today looking forward next year,92,Instagram Posts
papa show take pictures link photo album yonghazelle canon eos 90d,143,Instagram Posts
2019ce probably checking phone something samsung note 8 whatissingapore instasg iluvsg rawmobile jjmobilephotography jjcommunity streetsvision citygrammers rawstreet streetphotoinspiration samsungsg samsungwithgalaxy,182,Instagram Posts
cb circuit breaker singaporetimes skyscraper sky night outdoor,410,Instagram Posts
round round gigantic vortex indoor,784,Instagram Posts
used greet people handshake new norm fist bump instead glad see safety measures wearing masks keeping appropriate distance greeting fists bumps limiting crowds implemented year's national day parade,7,Instagram Posts
see beauty everything awaken divine nature begin appreciate beauty everything see touch experience wayne dyer night,220,Instagram Posts
big things often small beginnings iphone 11 pro max night skyscraper sky outdoor,175,Instagram Posts
hindu festival thaipusam celebrated full moon day tamil month thai thaipusam thanksgiving festival devotees celebrate fulfilment vows thaipusam hindu devotees walk sri srinivasa perumal temple sspt sri thendayuthapani temple stt distance 4km offerings lord sri murugan,33,Instagram Posts
finding right balance straitstimes,240,Instagram Posts
iconic merlion statue sentosa island demolished new development pic taken 15 oct 2019 sky cloud outdoor text that says sentosa merlion,120,Instagram Posts
increase demand energy worldwide put strain limited nonrenewable energy sources coal crude oil therefore crucial develop alternative renewable energy sources solar wind energy embarked tapping solar energy alternative energy souces implementing solar panels atop hdb blocks reservoirs energy generated panels sufficient cater needs moment advancement solar technology one day would sky cloud outdoor,43,Instagram Posts
outdoor,53,Instagram Posts
covid19 brought upon change perspective fun home balcony fun circuit breaker tried ways entertain kid including playing bubbles balcony space becomes latest fun stay home,18,Instagram Posts
istana kehakiman palace justice putrajaya click link bio 360 pano sky cloud tree outdoor,14,Instagram Posts
bola tin time except instead tin cans used toilet rolls instead ball gathered plastic bags used rubber bands make ball impromptu idea use whatever around us great way end week school kids neighborhood also joined us grandmas excited kids made realized taught wrong rules kids easy lah aunties it s ages since last time played heartland moment right admit also want join us fun,139,Instagram Posts
one nurses know covid19 changed way medicine practiced completely lot fear uncertainties beginning changes workflow occurred almost daily medical community struggled keep latest findings developments virus one changes impacted frontline workers need gear personal protective equipment n95 mask suffocating left imprints even abrasions nose bridge cheeks face shield kept fogging challenging see fog reflections gown crumblesome hot gloves removed personal touch patients yet end day smiled brightly happy play part towards patient care inspired frontline workers fighting covid19 battle bravely,12,Instagram Posts
peranakan tiles another passion mine photographed many walks,75,Instagram Posts
keong saik one best things locked one country spend time going exploring spots island popular spot already knew scouting potato head keong saik road chinatown iconic heritage building corner great photos also ha ripper good burger cocktails spots need go check nikon z7 nikkor 1430mm4s photos travel guides inspiration adventurefaktory,942,Instagram Posts
look sky bird plane f15sg strike eagle sky outdoor,103,Instagram Posts
please rate skill set pruning tree sky tree outdoor,25,Instagram Posts
royal family s walk,81,Instagram Posts
fireworks night outdoor,33,Instagram Posts
difficult covid period cleaners still working keeping streets water ways clean even masks may hot comfortable nevertheless owe big thank thank everyday heroes wearetotaldefence bridge sky boat outdoor water,304,Instagram Posts
refreshing hike rain southern ridges conveniently located beside harbourfront mrt station 10km trail connects several beautiful parks bridges mt faber telok blangah hill parks henderson waves fav back sunnier days,199,Instagram Posts
9 august 2020 singapore's 55th national day also marks day finish national service ns nation even though choice serving would serve would remarkable journey seeing god's provision family short time ground i've seen suicides wrestled drunks arrested criminals among host things i'm thankful individuals who've put path mentor guide technical aspects job soft skills well sympathetic yet neutral calm yet firm swift yet alert proactive yet working team place acquiring skills crucial relevant police force ns shitshow waste time training ground growth personal development single determining factor mindset towards,289,Instagram Posts
badddd,60,Instagram Posts
chinatown midautumn festival lightup 2020 rain shine covid midautumn festival chinatownfestivals kudos organisers lighting chinatown bring festive cheers sombre mood brought pandemic although hustle bustle night markets missing lesser crowd allows people enjoy colourful lanterns lightup,28,Instagram Posts
chinatown photo series 2020 difficult year us due covid circuit breaker lock may even difficult certain groups people temples closed partially closed period people pray outside uncle sat solemly outside temple minutes pouring troubles buddha inside sad moment period everyone us day 3 magenta,368,Instagram Posts
rainy day i'm still walking tree outdoor,64,Instagram Posts
street photography changed perspective seeing things people differently daily life framing people different angle lighting shadow reflection could tell story can't replicated @sonysingapore @streetphotographyinternational @street.classics @streetshootjapan @streetouss @intamateurstreet @streetgallerymagazine @sg_street_collective @streetmoment @sgspc @onlystreetphotograph,96,Instagram Posts
i think i've seen film ending homeland anymore defending town i'm seein' think i've seen film before ts indoor,107,Instagram Posts
sky cloud outdoor,39,Instagram Posts
red he s got whole world hands edited apple photos,30,Instagram Posts
gratitude thersaf role safeguarding skies happy 52nd birthday sky airplane outdoor nature,277,Instagram Posts
mood midautumn festival gardensbythebay keep tradition midautumn festival alive bring cheer singaporeans adjust life new normal celebrating midautumn mix onsite online offerings 18 september 4 october put place necessary safety measures take care wellbeing visit gardens lantern displays you re unable visit us join festivities online suite virtual programmes launching page 18 sepevent details 18 sep 2020 4 oct 2020 lantern sets lighted outdoor gardens 700pm 1000pm virtual programmes launched 18 sep 2020 olympussg em1iii olympusbreakfree natgeoyourshot natgeoasia sonysingaporegotd2707 instasg @gardensbythebay @sgolympus @olympus_breakfree,221,Instagram Posts
chinatown photo series people's park shadow word people casted floor,493,Instagram Posts
world magic yet learned see clearly fan ho inspired shot i'm trying find feet pentax mx1 night outdoor,68,Instagram Posts
landing brakes activated stork billed kingfisher olympus em1 mark iii 100400mm f563 ee1 dot sight handheld bird outdoor,299,Instagram Posts
excited future garden city yeantotravel modern versus traditional public housing pinnacle duxton shows much public housing evolved past 60 years built site singapore's oldest housing development board's blocks world's tallest public housing soars neighbourhood 50 storeys height also features world's longest sky gardens showcases innovation greenery designing public housing landscarce making garden city sky cloud outdoor,28,Instagram Posts
date night always best marina bay favorite places link photo album yonghazelle canon 90d night sky bridge outdoor water,161,Instagram Posts
remember unique everyone around know swissotelthestamford one tallest hotels southeast asia located near city hall mrt sky outdoor,43,Instagram Posts
diverse culture finding traditional landmarks dong temple admist modern hdb developments given new refreshed look recently completed 1990 dong temple one famous temples situated yishun buddhist visit straitstimes,247,Instagram Posts
many cb days already still see commuter coughing sneezing public transport even remove mask coughing irresponsible people,26,Instagram Posts
life gives rain night outdoor water,46,Instagram Posts
another art deco stunner outdoor,97,Instagram Posts
social distancing time sonysingapore sky cloud outdoor water nature,38,Instagram Posts
sunset 19 oct 2020 gardens bay sky cloud plant outdoor,10,Instagram Posts
hey sister go sister soul sister go sister,163,Instagram Posts
safe distance phase 2 branch still remind closed around 5 months emptying everyone still waiting checking branch open entered circuit breaker period order preempt escalating covid19 infections time singaporeans advised stay home much possible stay home keep covid spread whenever leave house must keep distance least one metre others exception lifts vehicles public transportrelated premises wear mask wear hand keep clean healthy sick please stay home see doctor yonghazelle canon 90d,113,Instagram Posts
grit string broke half cart cardboard pieces fell picked piece piece placed back cart calm fashion reflected quite little encounter side note mask looks charm cart also good reminder another mask around ya,119,Instagram Posts
istana kehakiman palace justice putrajaya click link bio 360 pano sky cloud tree outdoor,13,Instagram Posts
space everyone edited lightroom outdoor indoor,55,Instagram Posts
workers braving heat sun beautify hdb flats cloud sky outdoor,21,Instagram Posts
chinatown midautumn festival lightup 2020 sky outdoor,27,Instagram Posts
someday we'll look back say yes crazy times made someday sky plant outdoor,5,Instagram Posts
200 years,13,Instagram Posts
march along kid awe parade learning march,195,Instagram Posts
downtown cityscape clarkequaysg singaporetimes sky cloud outdoor,459,Instagram Posts
ran idea frame chinatown may change yes chinatown many unique architectures span back prewar days many immigrants china settled search better life stbsg sgig stripes indoor,37,Instagram Posts
cloud sky tree outdoor nature,31,Instagram Posts
riding lights singaporetimes sky skyscraper night outdoor,428,Instagram Posts
keep paddling thirsty scoop drink need break lie another note today's loot mainly sweet wrappers bbt drink straws cigarette butts plastic bags lots broken styrofoam bits paper ties usually go around huge boxes disposable chopstick wrappers cookiebiscuit wrappers 3 1 nescafé satchets btw two pails glued balanced back xmfjoyjoyce's kayak credits joyce kat,32,Instagram Posts
rainy day singaporetimes indoor,545,Instagram Posts
sunset tampines central tampines mrt station tampines mall sky train cloud outdoor,32,Instagram Posts
difficult covid period cleaners landscape workers still working keeping streets clean trees trimmed even masks may hot uncomfortable nevertheless owe big thank thank everyday heroes,369,Instagram Posts
window need creative outlet window space lose track zoketsu norman fischer shot 1year old son playing around looking outside window,308,Instagram Posts
happy thought today lunchtime means you re halfway day maybe likes lunch edited lightroom,37,Instagram Posts
really nice camouflaged leofoto ls365c tripods pg1 gimbal action quarry setup mypixelmagic partha friend,81,Instagram Posts
kids carry lanterns lantern festival childhood days well seems many digital savvy kids prefer snap colour street lightup digital device family outing,33,Instagram Posts
kucinta lovely yellow eyes one edited apple photos,69,Instagram Posts
social distancing middle road photographing chinatown mid autumn festival lightup 2020 outdoor,22,Instagram Posts
wonderland marinabaysands rebelsunited rawmembers sonysingapore thanks master joycechang108 amazing,255,Instagram Posts
happy 55th birthday,69,Instagram Posts
grass cutter trimming green verge reduce possibility hidden litters potential aedes breeding site especially circuit breaker,66,Instagram Posts
fun light,63,Instagram Posts
national day public holiday celebrated august 9th year marks singapore's sovereignty gained day 1965 marks 55 years independence 2020 challenging year small nation continues fight global covid19 pandemic night outdoor,41,Instagram Posts
night fireworks,33,Instagram Posts
wish bicycles less cars walks,39,Instagram Posts
road better lives low skilled foreign workers country integral many aspects lives today large numbers isolated poor living conditions went largely unnoticed covid19 despite contributing many undesirable industries always appreciated recognised road better lives ahead part play see instastory larger view car sky outdoor,31,Instagram Posts
remember crowd crowd plant outdoor water,25,Instagram Posts
one favorite stretches shophouses lush palms home background sky cloud tree outdoor,80,Instagram Posts
shopper fujifilm xt1 leica elmar 90mm f4 copyright 2020 ezekiel kok photography right reserved,14,Instagram Posts
posted withregram adreechan street photography changed perspective seeing things people differently daily life framing people different angle lighting shadow reflection could tell story can't replicated text that says adreechan,23,Instagram Posts
55th bday singaporean followers happy national day around world let us know still waiting international travel normal 11 pro photos,1303,Instagram Posts
collecting rainwater excellent way conserve precious resource rainwater naturally designed water plants used indoor outdoor gardens great usage rainwater washing vehicles floors flushing toilets etc make every drop count singaporepressholdings,56,Instagram Posts
throwback phase 1 first life time see kind empty entered circuit breaker period order preempt escalating covid19 infections time singaporeans advised stay home much possible stay home keep covid spread non essential service close business business whenever leave house must keep distance least one metre others exception lifts vehicles public transportrelated premises wear mask wear hand keep clean healthy sick please stay home see doctor yonghazelle canon eos 60d,125,Instagram Posts
fast lane fast paced world tend caught busy lives forget loosen simple pause helps clear mind fix sense direction,99,Instagram Posts
cloud sky twilight outdoor nature,57,Instagram Posts
wave remember shot,33,Instagram Posts
skypeak starburst kemingprimary foreground sgig visitsingapore urasingapore govsg mynicehome sky skyscraper cloud outdoor water,172,Instagram Posts
temasek foundation distributing free mask 21 sep 4 oct residents well domestic workers work pass holders collect mask kit containing 2 white reusable mask vending machines islandwide collected yet tomorrow 4th oct last day collect,35,Instagram Posts
era,11,Instagram Posts
happy 55th birthday outdoor,54,Instagram Posts
reflecting different deepavali indian friends amidst covid19 pandemic night,15,Instagram Posts
different national day year without parade crowds nevertheless happy 55th birthday night outdoor,116,Instagram Posts
lone tree cs2191 tried new lens weekend,68,Instagram Posts
good morning cloud sky tree outdoor nature water,41,Instagram Posts
citizens pledge one united people regardless race language religion build democratic society based justice equality achieve happiness prosperity progress nation,152,Instagram Posts
impress girls yet caught bunch skateboarders apparently filming stunts pretty impressed edited apple photos,39,Instagram Posts
