video_title,video_caption,date_time,video_slug,video_views,video_likes,video_dislikes,video_comments
Top 10 Studio Ghibli Gifts You HAVE to Buy in Japan,"[""I've made a video about Top 10 Studio Ghibli Gifts You HAVE to Buy in Japan.""]",16 Oct 2018,0YoARbfrjaE,"9,341 views",253,6,59 Comments
"ザナルカンドにてをサマルカンドで弾いてみた【アコギ・ソロギター】 | ""To Zanarkand"" in Samarkand, Uzbekistan (Acoustic guitar cover)","['世界旅行中、ウズベキスタンのサマルカンドという街で「ザナルカンドにて」をソロギターで弾いてみました。\n\nサマルカンドはファイナルファンタジーXの舞台であるとかないとか。今でもまたプレイしたくなる、色褪せない名作です・・・。\n\nこの動画のメイキング映像：', 'https://www.youtube.com/watch?v=MV9Tr...', '\n\n===\n\nHey there, I\'m a traveling guitarist from Japan. \n\nI visited this beautiful city called Samarkand in Uzbekistan to play the theme from Final Fantasy X, ""To Zanarkand"". \n\n""Samarkand"" and ""Zanarkand"" sounds similar right? It is said that Samarkand became the role model of Zanarkand. It was a beautiful place. A must visit for FFX fans.\n\n\n＜チャンネル登録お願いします！(Subscribe)＞→', 'http://urx3.nu/HTUJ', '\n\n＜Instagram（旅の写真などあげてます）＞→', 'https://www.instagram.com/ghibli_ojisan/', ""\n\n＜他のおすすめ動画(Other of my videos)＞\n・人生のメリーゴーランド（ハウルの動く城 Howl's Moving Castle） ⇒ "", 'http://y2u.be/P8YfJ4j-Dbo', '\n・君をのせて（ラピュタ Laputa Castle in the Sky）⇒\u3000', 'http://youtu.be/P-ZnqnP0UaE', '\n・ベルギーの路上で『風になる（猫の恩返し』を弾いてみた\u3000⇒\u3000', 'https://www.youtube.com/watch?v=5sNnw...']",18 Jul 2017,_jhMSsAFKPQ,"401,999 views","4,694",151,370 Comments
My Bangladeshi Bro Still Cannot Come Out 🏥 4 Months of Quarantine,"[""How is my Bangladeshi bro doing? I video-called him to get some updates. My bro lives in a dormitory in Singapore and many of my viewers were concerned about his situation. There are a few clusters formed in foreign worker's dormitories. Is he doing okay? Let's give him a call.\n\n🎥Watch Bro's Episodes\n - Asking How Much My Bro Makes: "", 'https://youtu.be/tXCAh41NozI', '\n - My Bro Tries Sushi For The First Time: ', 'https://youtu.be/qhgXr6TB4fo', '\n - How I Met Bro: ', 'https://youtu.be/79jJ7GR7HEg', '\n\n😃Subscribe： ', 'http://urx3.nu/HTUJ', ' \n\n👕Merch Links: \nSE Asia | ', 'https://ghib-ojisan.secure-decoration...', '\nUSA & EU | ', 'https://teespring.com/stores/ghib-ojisan', '\nJapan | ', 'https://suzuri.jp/ghib-ojisan', '\n\nFollow me on social medias!\n📸Instagram  ', 'https://www.instagram.com/ghibli_ojisan/', '\n🐦Twitter ', 'https://twitter.com/ghibli_ojisan', '\n\nBusiness Enquiries\n✉️ghib.ojisan@gmail.com\nYou are welcome to send fan mails but I may not be able to respond to all of them. But I immensely appreciate your support. Thank you!\n \n', '#Singapore']",7 Sep 2020,yjYnAtZ08KM,"17,572 views",638,9,79 Comments
My Bangladeshi Bro Still Cannot Come Out 🏥 4 Months of Quarantine,"[""How is my Bangladeshi bro doing? I video-called him to get some updates. My bro lives in a dormitory in Singapore and many of my viewers were concerned about his situation. There are a few clusters formed in foreign worker's dormitories. Is he doing okay? Let's give him a call.\n\n🎥Watch Bro's Episodes\n - Asking How Much My Bro Makes: "", 'https://youtu.be/tXCAh41NozI', '\n - My Bro Tries Sushi For The First Time: ', 'https://youtu.be/qhgXr6TB4fo', '\n - How I Met Bro: ', 'https://youtu.be/79jJ7GR7HEg', '\n\n😃Subscribe： ', 'http://urx3.nu/HTUJ', ' \n\n👕Merch Links: \nSE Asia | ', 'https://ghib-ojisan.secure-decoration...', '\nUSA & EU | ', 'https://teespring.com/stores/ghib-ojisan', '\nJapan | ', 'https://suzuri.jp/ghib-ojisan', '\n\nFollow me on social medias!\n📸Instagram  ', 'https://www.instagram.com/ghibli_ojisan/', '\n🐦Twitter ', 'https://twitter.com/ghibli_ojisan', '\n\nBusiness Enquiries\n✉️ghib.ojisan@gmail.com\nYou are welcome to send fan mails but I may not be able to respond to all of them. But I immensely appreciate your support. Thank you!\n \n', '#Singapore']",7 Sep 2020,yjYnAtZ08KM,"17,572 views",638,9,79 Comments
【ギター×世界一周】路上パフォーマーの機材を大公開！【後編】,"['前の動画はこちら：', 'https://youtu.be/gJnH3dRuCW4', '\n\n【使用機材 一覧】\n・ギター【ARIA A19C-100S】\n販売中止モデルのため、入手困難。Martinのバックパッカーというギターが旅に適してるのでリンク貼っておきます。\n', 'http://amzn.to/2DMj24U', '\n\n・ピックアップ【K&K Trinity Pro Mini System】\n', 'http://amzn.to/2ucxp2W', '\n※日本だとちょっと高いです。L.R.Baggs のAnthemも良いピックアップです→', 'http://amzn.to/2DOaSc7', '\n\n・アンプ【ROLAND AC-33】\n', 'http://amzn.to/2G53Di0', '\n\n・楽譜【ソロギターのしらべ】\n', 'http://amzn.to/2G1QSEN', '\n\n・ギタークロス【春日キョンセーム】\n', 'http://amzn.to/2FX41Df', '\n\n・カポ【カイザー】\n', 'http://amzn.to/2HWiJXA', '\n\n・弦を切るペンチ【ホームセンターで買ったやつ】\nホームセンターで500円くらいのものを購入。アマゾンでも小型ペンチが売ってます→', 'http://amzn.to/2pzq8EJ', '\n\n・爪切り【無印】\n無印良品の店舗で購入可能。アマゾンでも良さそう爪切りが売ってました→', 'http://amzn.to/2HZxyIZ', '\n\n・弦【エリクサー】\n', 'http://amzn.to/2G2pfLU', '\n\n・充電式 単三電池【ENELOOP】\n', 'http://amzn.to/2pAcZLP', '\n\n・単三電池の充電器【ニッケル水素 充電器 単3・単4両用型】\n', 'http://amzn.to/2I0tSqC', '\n\n・充電式 9V電池【TOSHIBA IMPULSE】\n', 'http://amzn.to/2G3LTDP', '\n\n・9V電池の充電器【TOSHIBA 充電式IMPULSE 6P形専用充電器】\n', 'http://amzn.to/2FYb9zl', '\n\n・マイク【audio-technica フリーマイク AT810F】\n', 'http://amzn.to/2FYbyBR', '\n\n・ギターケース【FENDER】\nAmazonで見つかりませんでしたが、色んな商品が売ってます→', 'http://amzn.to/2pA4iRA', '\n\n・アンプケース【モンベル レラパック30】\n', 'http://amzn.to/2G7cpfe', '\n\n・トローリー【ロンドンで購入】\nアマゾン検索結果→', 'http://amzn.to/2HWjsrM', '\n\n・シールド 【BELDEN ギターシールド #8412】\n', 'http://amzn.to/2HZHySn', '\n※VOXの格安シールドも予備で持参→', 'http://amzn.to/2G0dIRh', '\n\n・折りたためる椅子【シンガポールで購入】\nどこでも売ってますが、アマゾンだと ', 'http://amzn.to/2G0eMVh', ' が良さそうです。\n\n\n▼ Follow me!\nSubscribe（チャンネル登録） → ', 'http://urx3.nu/HTUJ', '\nInstagram → ', 'https://www.instagram.com/ghibli_ojisan/', '\nTwitter → ', 'https://twitter.com/ghibli_ojisan', '\n\n▼ Other Videos（おすすめ動画）\n-Busking at Gent, Belgium\u3000ベルギーで猫の恩返しを弾いてみた\n', 'https://youtu.be/5sNnwjgYWLE', '\n-Playing ""To Zanarkand (FFX)"" at Samarkand\u3000サマルカンドでザナルカンドを弾いてみた\n', 'https://youtu.be/_jhMSsAFKPQ']",5 Apr 2018,rQ_xIbHILNw,"8,650 views",249,3,8 Comments
The Kampong Times in Singapore👩🏻🌴,"['My Singaporean landlord shares her stories back in the 1960s and 1970s. She lived in a kampong (village) for over 15 years! It seems like life was not easy but everybody was simple and happy. Thank you to my landlord for sharing her precious memories. Huat AH!!\n\n(Sponsored link)\xa0Shop Sports:\xa0', 'https://www.crazybadman.com/', '\nUse coupon code “ghibojisan10” to get 10% off your order.\xa0\n\n😃Subscribe： ', 'http://urx3.nu/HTUJ', ""\n🎥Watch - Visiting Singapore's Last Surviving Village, Kampong Lorong Buangkok："", 'https://youtu.be/YXb5tJdIwZs', '\n\nFollow me on social medias!\n📸Instagram  ', 'https://www.instagram.com/ghibli_ojisan/', '\n🐦Twitter ', 'https://twitter.com/ghibli_ojisan', '\n\nMy Filming Equipment\nCamera - ', 'https://amzn.to/3eHetM8', '\nUltra Wide Lens - ', 'https://amzn.to/2Xp6rl8', '\n\nBusiness Enquiries\n✉️ghib.ojisan@gmail.com\nYou are welcome to send fan mails but I may not be able to respond to all of them. But I really immensely appreciate your support. Thank you!\n \n', '#Singapore', ' ', '#1960s', ' ', '#kampong']",8 Jun 2020,PbF9xOoe0nA,"30,910 views","1,365",22,154 Comments
シンガポールで働く26歳の日本語教師に聞く！給料や働き方の違いとは？,"['今回はシンガポールで働いて1年2ヶ月の三浦さんにお話を伺いました！\n\n__\n※海外で日本語を教える際の条件の1個目を訂正します😅\n\n「大学・大学院を卒業する」→「日本語教育主専攻または副専攻で大学・大学院を卒業する」\n__\n\n現地採用の日本語教師という少し珍しい仕事をされており、シンガポール生活のリアルな部分についてお聞きすることができました。\n\n三浦さんも言っていたように、シンガポールは\n\n・人種と文化が多様\n・一年中暖かい\n・安く済ませることも可能（家賃除く）\n\nという大変魅力的な国です。\n\nぼくもまだ住んで3ヶ月ですが、いまのところ不自由することはあまりありません。いいですよ、シンガポール。\n\nシンガポール在住者で\n\n・「動画に出演してみたい！」\n・「シンガポールのこんな部分について話したい！」\n\nという方は是非ぼくのTwitter/InstagramからDMください＾＾\n\n▼関連動画：\n「シンガポール就職\u3000初日の感想」\n', 'https://www.youtube.com/watch?v=PXWj-...', '\n\n\n━━━━━━━━━━━━\n✔️チャンネル登録！（subscribe)\n ', 'http://urx3.nu/HTUJ', '\n\nInstagram → ', 'https://www.instagram.com/ghibli_ojisan/', '\nTwitter → ', 'https://twitter.com/ghibli_ojisan', '\n\n━━━━━━━━━━━━\n🎸おすすめ動画\n・台湾・九份で「いつも何度でも」を弾いてみた\n\u3000', 'https://youtu.be/WudKhqj_Na8', '\n・イタリアでトトロ弾いた結果…\n\u3000', 'https://youtu.be/3NptDf229nk', '\n・サマルカンドでザナルカンドを弾いてみた\n\u3000', 'https://youtu.be/_jhMSsAFKPQ', '\n\n━━━━━━━━━━━━\n▼自己紹介\n会社を辞め、ギターを持って旅に出たジブリおじさんです。11ヶ月で26カ国訪れることができ、世界各地でジブリのインストや叩き系ギターを弾いてきました。\n音楽系・旅系の動画をアップしていますので、よろしければチャンネル登録と各種SNSのフォローよろしくお願いします。\n\n━━━━━━━━━━━━\n▼お問い合わせ\nお仕事のご依頼・お問い合わせはコチラ→ ', 'https://ssl.form-mailer.jp/fms/dea63a...', '\n\n3〜5日以内に返信いたしますが、返信ない場合はTwitter/InstagramのDMにてお願いします']",14 Mar 2019,BaJk4CjQseM,"44,484 views",902,32,91 Comments
ギター歴10年が初見で『ひこうき雲』弾いてみたらどうなる？【風立ちぬ】,"['使用楽譜：', 'https://amzn.to/2PnIjNf', '\n\nこれでもギター10年弾いてるんです！\n風立ちぬの『ひこうき雲』弾いてたら映画みたくなった。荒井由実すごい\n\n\n▼ Follow me!\nSubscribe（チャンネル登録） → ', 'http://urx3.nu/HTUJ', '\nInstagram → ', 'https://www.instagram.com/ghibli_ojisan/', '\nTwitter → ', 'https://twitter.com/ghibli_ojisan', '\n\n▼ Other Videos（おすすめ動画）\n-台湾・九份で「いつも何度でも」を弾いてみた（Spirited Away, Played at Taiwan）\n', 'https://youtu.be/WudKhqj_Na8', '\n- イタリアでトトロ弾いた結果…（Totoro Played at Italy）\n', 'https://youtu.be/3NptDf229nk', '\n-サマルカンドでザナルカンドを弾いてみた（Playing ""To Zanarkand (FFX)"" at Samarkand）\n', 'https://youtu.be/_jhMSsAFKPQ', '\n\n▼自己紹介\n会社を辞め、ギターを持って旅に出たじぶりおじさんです。11ヶ月で26カ国訪れることができ、世界各地でジブリのインストや叩き系ギターを弾いてきました。\nたまに音楽系・旅系の動画をアップしていますので、よろしければチャンネル登録と各種SNSのフォローよろしくお願いします。\n\n▼お問い合わせ・企業案件・ライブ出演のご依頼\n', 'https://ssl.form-mailer.jp/fms/dea63a...', '\n\n※外部リンクのお問い合わせフォームに飛びます。\n3〜5日以内に返信いたしますが、返信ない場合はTwitter/InstagramのDMにてお願いします']",12 Nov 2018,PAbXN-MUtBk,"23,024 views",466,20,121 Comments
【ジブリ】トトロの森とまっくろクロスケの家に行ってきた！【一人】,"['埼玉県・所沢市にある狭山丘陵「トトロの森」に行ってきました！\n\nここはトトロの舞台となったと言われている場所の一つで、ジブリも公式でサポートしている地でもあります。\n\nクロスケの家でグッズを買うと、金額の一部がトトロの森の保全活動に使用されるみたい。限定グッズもありましたので、ファンは行くべきです！（トトロもいるｗ）\n\nトトロの森・1号地では「トトロの森でトトロを弾いてみた」という動画を別でアップしましたので、以下から視聴してみてください＾＾\n\n・トトロの森でトトロ弾いてみた\n\u3000→', 'https://www.youtube.com/watch?v=fWwxv...', '\n\n\n▼ Follow me!\nSubscribe（チャンネル登録） → ', 'http://urx3.nu/HTUJ', '\nInstagram → ', 'https://www.instagram.com/ghibli_ojisan/', '\nTwitter → ', 'https://twitter.com/ghibli_ojisan', '\n\n▼ Other Videos（おすすめ動画）\n-台湾・九份で「いつも何度でも」を弾いてみた（Spirited Away, Played at Taiwan）\n', 'https://youtu.be/WudKhqj_Na8', '\n- イタリアでトトロ弾いた結果…（Totoro Played at Italy）\n', 'https://youtu.be/3NptDf229nk', '\n-サマルカンドでザナルカンドを弾いてみた（Playing ""To Zanarkand (FFX)"" at Samarkand）\n', 'https://youtu.be/_jhMSsAFKPQ', '\n\n▼自己紹介\n会社を辞め、ギターを持って旅に出たじぶりおじさんです。11ヶ月で26カ国訪れることができ、世界各地でジブリのインストや叩き系ギターを弾いてきました。\nたまに音楽系・旅系の動画をアップしていますので、よろしければチャンネル登録と各種SNSのフォローよろしくお願いします。\n\n▼お問い合わせ・企業案件・ライブ出演のご依頼\n', 'https://ssl.form-mailer.jp/fms/dea63a...', '\n\n※外部リンクのお問い合わせフォームに飛びます。\n3〜5日以内に返信いたしますが、返信ない場合はTwitter/InstagramのDMにてお願いします\n\n', '#ジブリ', '\n', '#宮崎駿', '\n', '#トトロ', '\n', '#所沢']",22 Oct 2018,FW0NZcbPs5k,"17,443 views",350,15,74 Comments
Avoiding Tourist Traps in Osaka - My Local Food Recommendation,"['I\'m back to Osaka Japan, my home city for new years celebration! I noticed many foreigners only going to the touristy food places, so I decided to make a video about my local recommendation. \n\nTakoyaki and Okonomiyaki are the top things to eat in Osaka, but there is a curry called ""Spice Curry（スパイスカレー）"" originating from Osaka. It\'s not the ordinary sweet-savoury Japanese curry. Spice Curry uses a mixture of many spices and Japanese ingredients such as tofu, daikon, and Japanese pepper. \nColumbia 8 is my go-to spice curry spot but I also recommend Kitahama Chouji and Taniguchii Curry. Here\'s the map!\n\nColumbia 8: ', 'https://goo.gl/maps/hESV4w4EXatcGNuD8', '\nChouji: ', 'https://goo.gl/maps/1iNCZn5em8Q619jh8', '\nTaniguchi Curry: ', 'https://goo.gl/maps/yZd1vcEoXPtZUkUM7', ""\n\nKushi katsu is also a famous food to eat in Osaka, but I seldom go to the touristy spots like Daruma. (It's not bad, but too crowded and expensive). My personal favorite is Momo（百百） at Umeda. \nIt's not the cleanest environment and there is no English menu, but trust me, it's one of the best. If you do not speak Japanese, take a photo of the menu with pictures outside, and show the staff which one you would want to order. Remember, no double-dipping the kushi-katsu sauce!\n"", 'https://goo.gl/maps/PAW42KT1KSWmASPA7', '\n\nPlease like the video is you enjoyed! Thank you.\n\nSubscribe: ', 'http://urx3.nu/HTUJ', '\nWhere to eat the best Takoyaki: ', 'https://www.youtube.com/watch?v=wDoUz...', '\nEnquiries:  ', 'https://www.ghib-oji.com/contact/', '\n\nBelow Japanese:\n大阪が地元のぼくが、観光客にあまり知られていないグルメ＆レストランを紹介しました！\n\n大阪は実はスパイスカレーのメッカ。通常の日本のカレーと違い、甘さが抑えられていて大量のスパイスが使われているのが特徴です。コロンビア8はししとうを左手でかじりながら食べる独特なスタイル。一口食べれば、スパイスカレーに魅力にハマること間違いなし。ジブおじが自信を持っておすすめする大阪グルメです！\n他にも丁字のチキンキーマ、谷口カレーのチキンカレーがおすすめです。\n', 'https://goo.gl/maps/xmNCgtZLx6nurfDy5', '\n\n『串かつ百百』は新梅田食堂街にある、昔ながらの立ち食い串かつ屋。リーズナブルな料金、衣のうまさ、おばちゃんの接客が最高のおすすめ店です。特に衣が別格で、さっくさく＆旨味抜群。決してきれいなお店ではありませんが、本当にうまい串かつを食べるなら是非寄っていってみてください！\n', 'https://goo.gl/maps/PAW42KT1KSWmASPA7', '\n\nこの動画が少しでも面白かったらぜひグッドボタン＆チャンネル登録お願いします！隣のベルマークを押せば動画更新時に通知がいきます。みなさんからのコメントもすべて読んでいますのでお気軽に＾＾\n\nシンガポール観光情報サイトオープン！\n▶', 'https://nekkyo-singapore.com/', '\n\n\n-----\nスポンサーさま(Sponsors)\n★株式会社テイクシータ\u3000ルームランプLED専門店 \n', 'https://item.rakuten.co.jp/senmontent...', '\n★なかがわ野菊の里 ', 'https://www.youtube.com/user/nogikuno...', '\n★宮古島ジョージ ', 'https://www.youtube.com/channel/UCVp8...', '\n\n楽器スポンサーさま\n★YAMAHA Singapore FGX5 ', 'https://sg.yamaha.com/index.html', '\n\nスポンサーにご興味ある方は ', 'https://www.ghib-oji.com/contact/', "" よりご連絡ください。(If you're interested in sponsoring my channel, please drop a message from above)\n-----\n\nシンガポールの観光チケットが最大60％OFF\n▶"", 'https://www.govoyagin.com/ja/things-t...', '\n\nジブリおじさんに仕事を依頼する\n▶', 'https://www.ghib-oji.com/service/', '\n\n究極の飯テロ！旅するグルメチャンネル『Taberu Travel』\n▶', 'https://www.youtube.com/c/TaberuOjisan', '\n\nジブリおじさんの撮影機材\n▶', 'https://www.ghib-oji.com/my-equipment/', '\n\n使用音楽\n▶', 'https://www.epidemicsound.com/referra...', '\n\n\n', '#シンガポール', '\u3000\n━━━━━━━━━━━━\n✔️チャンネル登録！（subscribe)\n ', 'http://urx3.nu/HTUJ', '\n━━━━━━━━━━━━\n🌐SNS・ブログ\n・Instagram → ', 'https://www.instagram.com/ghibli_ojisan/', '\n・Twitter → ', 'https://twitter.com/ghibli_ojisan', '\n・Blog→ ', 'https://www.ghib-oji.com/', '\n━━━━━━━━━━━━\n🎸おすすめ動画3選！\n・台湾・九份で「いつも何度でも」を弾いてみた\n\u3000', 'https://youtu.be/WudKhqj_Na8', '\n・イタリアでトトロ弾いた結果…\n\u3000', 'https://youtu.be/3NptDf229nk', '\n・サマルカンドでザナルカンドを弾いてみた\n\u3000', 'https://youtu.be/_jhMSsAFKPQ', '\n━━━━━━━━━━━━\n😲自己紹介\n会社を辞め、ギターを持って旅に出たGhibli Ojisan（ジブリおじさん）です。11ヶ月で27カ国訪れ、世界各地でジブリのインストや叩き系ギターを弾いてきました。\n\n2018年8月にYouTube公式「急上昇クリエイター」として選出されたことをキッカケに、海外旅行やシンガポールについての動画もアップし始めました。\n\n世界旅行後は台湾1ヶ月プチ移住、ノルウェー3ヶ月生活（農業ボランティア）など経験し、2019年1月にシンガポールに拠点を移しました。\n\n音楽系・旅系の動画をアップしていますので、よろしければチャンネル登録と各種SNSのフォローお願いします！\n\n→チャンネル登録\u3000', 'http://urx3.nu/HTUJ', '\n\n━━━━━━━━━━━━\n▼お問い合わせ\nお仕事のご依頼・お問い合わせはコチラ→ ', 'https://www.ghib-oji.com/contact/', '\n\n3〜5日以内に返信いたしますが、返信ない場合はTwitter/InstagramのDMにてお願いします']",3 Jan 2020,rMtCg38luaQ,"35,934 views","1,007",22,177 Comments
日本に7年間住んだ中国人が物申す。日本についてどう思ってる？住んで良かった点・悪かった点・イメージなど聞いてみた,"['😃チャンネル登録： ', 'http://urx3.nu/HTUJ', '\n🎥この動画の続き：', 'https://youtu.be/28zkBZFNxCs', '\n\n今回は中国人の視聴者さんタンさんに\n・日本に来た理由\n・日本で生活した感想。良い点、悪い点\n・シンガポールに引っ越したい理由\n\nなどについてお伺いしました！\n\nやっぱり海外の人と話すと、日本が客観視できて良い刺激になります。意外と中国の方と国や文化について話すキッカケってあまりないと思いますので、少しでも参考になったら幸いです。\n\n面白かったらチャンネル登録＆グッドボタンよろしくおねがいします。最後までご視聴ありがとうございました！\n\nチャンネル登録\n▶ ', 'http://urx3.nu/HTUJ', '\n\n海外 食レポ専門チャンネル『Taberu Travel』\n▶', 'https://www.youtube.com/c/TaberuOjisan', '\n\nぼくの撮影機材\n▶', 'https://www.ghib-oji.com/my-equipment/', '\n\n\n', '#シンガポール', '\n━━━━━━━━━━━━\n✔️チャンネル登録！（subscribe)\n ', 'http://urx3.nu/HTUJ', '\n━━━━━━━━━━━━\n🌐SNS・ブログ\n・Instagram → ', 'https://www.instagram.com/ghibli_ojisan/', '\n・Twitter → ', 'https://twitter.com/ghibli_ojisan', '\n・Blog→ ', 'https://www.ghib-oji.com/', '\n━━━━━━━━━━━━\n🎸おすすめ動画3選！\n・台湾・九份で「いつも何度でも」を弾いてみた\n\u3000', 'https://youtu.be/WudKhqj_Na8', '\n・イタリアでトトロ弾いた結果…\n\u3000', 'https://youtu.be/3NptDf229nk', '\n・サマルカンドでザナルカンドを弾いてみた\n\u3000', 'https://youtu.be/_jhMSsAFKPQ', '\n━━━━━━━━━━━━\n😲自己紹介\n会社を辞め、ギターを持って旅に出たGhibli Ojisan（ジブリおじさん）です。11ヶ月で27カ国訪れ、世界各地でジブリのインストや叩き系ギターを弾いてきました。\n\n2018年8月にYouTube公式「急上昇クリエイター」として選出されたことをキッカケに、海外旅行やシンガポールについての動画もアップし始めました。\n\n世界旅行後は台湾1ヶ月プチ移住、ノルウェー3ヶ月生活（農業ボランティア）など経験し、2019年1月にシンガポールに拠点を移しました。\n\n音楽系・旅系の動画をアップしていますので、よろしければチャンネル登録と各種SNSのフォローお願いします！\n\n→チャンネル登録\u3000', 'http://urx3.nu/HTUJ', '\n\n━━━━━━━━━━━━\n▼お問い合わせ\nお仕事のご依頼・お問い合わせはコチラ→ ', 'https://www.ghib-oji.com/contact/', '\n\n3〜5日以内に返信いたしますが、返信ない場合はTwitter/InstagramのDMにてお願いします']",17 Aug 2019,LjEwfnw-CZM,"209,387 views","2,185",163,434 Comments
Should you still come to Singapore? UPDATE,"['I received many messages if it is safe to visit Singapore right now. In this video I shared the official data, the situation in the city and how the government and people are dealing. \nIn a nutshell, the government is doing a great job tracing the links and keeping us informed of the situation. EVERYDAY they will send you updates about the situation and where the people infected visited. Maybe that is why the citizens are back to the city; they feel calm because the government is providing detailed information everyday.\nMost of the tourist attractions are open so you will still be able to enjoy your stay. However, make sure you wash your hands often and try to avoid crowded places. Please wear a mask if you are coughing or having a runny nose. \n\nCheck out the latest updates from the government below:\n', 'https://www.moh.gov.sg/covid-19', '\n\n😃Subscribe： ', 'http://urx3.nu/HTUJ', '\n\nFollow me on social medias!\n📸Instagram  ', 'https://www.instagram.com/ghibli_ojisan/', '\n🐦Twitter ', 'https://twitter.com/ghibli_ojisan', '\n\nEnquiries\n✉️Please DM me on Instagram or Twitter\n\nBelow Japanese description:\n現在の状況について、シンガポール在住者のぼくが公式データ、観光地の状況、政府の対応などをお話しました。\n\n来るか来ないか、最後はご自身の判断になりますが来たとしても\n\n・手洗い\n・混雑する場所を避ける\n・咳や鼻水が出ている場合はマスクをする\n\n上記は徹底したいですね！\n\n▼渡航前にチェック！シンガポール観光情報サイト『シンガポールと熱狂』 ', 'https://nekkyo-singapore.com/', '\n\nこの動画が少しでも面白かったらぜひグッドボタン＆チャンネル登録お願いします！みなさんからのコメントもすべて読んでいますのでお気軽に！\n\n-----\nスポンサーさま(Sponsors)\n★株式会社テイクシータ\u3000ルームランプLED専門店 \n', 'https://item.rakuten.co.jp/senmontent...', '\n★なかがわ野菊の里 ', 'https://www.youtube.com/user/nogikuno...', '\n★宮古島ジョージ ', 'https://www.youtube.com/channel/UCVp8...', '\n\n楽器スポンサーさま\n★YAMAHA Singapore FGX5 ', 'https://sg.yamaha.com/index.html', '\n\nスポンサーにご興味ある方は ', 'https://www.ghib-oji.com/contact/', "" よりご連絡ください。(If you're interested in sponsoring my channel, please drop a message from above)\n-----\n\nお問い合わせ（Enquries）\n▶"", 'https://www.ghib-oji.com/contact/', '\n\n究極の飯テロ！旅するグルメチャンネル『Taberu Travel』\n▶', 'https://www.youtube.com/c/TaberuOjisan', '\n\nジブおじさんの撮影機材\n▶', 'https://www.ghib-oji.com/my-equipment/', '\n\n', '#Singapore', '\u3000\n━━━━━━━━━━━━\n✔️チャンネル登録！（subscribe)\n ', 'http://urx3.nu/HTUJ', '\n━━━━━━━━━━━━\n🌐SNS・ブログ\n・Instagram → ', 'https://www.instagram.com/ghibli_ojisan/', '\n・Twitter → ', 'https://twitter.com/ghibli_ojisan', '\n・Blog→ ', 'https://www.ghib-oji.com/', '\n━━━━━━━━━━━━']",27 Feb 2020,FH04Sm0zxCQ,"52,277 views","1,327",23,268 Comments
Foreigner Tries Singapore's Most Popular Nonya Kueh🍰 Tiong Bahru Galicier Pastry,"[""Today I visited Tiong Bahru Galicier Pastry, one of Singapore's most popular nonya kueh shops. Nonya kuehs are traditional instagram-worthy Peranakan snacks that can be found in Malaysia, Singapore and Indonesia. I'm a big fan of Bengawansolo and I made my first visit to Galicier. Are they really good? Let's find out together.\n\n👕Merch Links:\nSE Asia | "", 'https://ghib-ojisan.secure-decoration...', '\nUSA & EU | ', 'https://teespring.com/stores/ghib-ojisan', '\nJapan | ', 'https://suzuri.jp/ghib-ojisan', '\n\n😃Subscribe： ', 'http://urx3.nu/HTUJ', '\n🎥Watch - My Culture Shock in Japan：', 'https://youtu.be/qlRuhmCzVm8', '\n\nFollow me on social medias!\n📸Instagram  ', 'https://www.instagram.com/ghibli_ojisan/', '\n🐦Twitter ', 'https://twitter.com/ghibli_ojisan', '\n\nBusiness Enquiries\n✉️ghib.ojisan@gmail.com\nYou are welcome to send fan mails but I may not be able to respond to all of them. But I immensely appreciate your support. Thank you!\n \n', '#Singapore', ' ', '#TiongBahru', ' ', '#Galicier']",14 Sep 2020,UfRqPCEc1Yw,"38,605 views","1,030",18,144 Comments
